=== Market Structure Events (Sorted by Time) ===,,,,,,,
Type,Direction/Action,Price,Time,Timeframe,Status,PreviousPrice,PreviousTime
HH,Update,2678.23,2025.01.09 15:30:00,M15,Accepted,,
LL,Update,2662.65,2025.01.09 19:30:00,M15,Accepted,,
BoS,Bullish,2662.65,2025.01.10 10:30:00,M15,Confirmed,2678.23,1970.01.01 00:00:00
HH,Update,2698.01,2025.01.10 17:30:00,M15,Accepted,,
LL,Update,2679.46,2025.01.13 03:15:00,M15,Accepted,,
HH,Update,2698.01,2025.01.13 12:15:00,M15,Accepted,,
CHoCH,Bearish,2656.84,2025.01.13 21:00:00,M15,Confirmed,2698.01,1970.01.01 00:00:00
HH,Update,2698.01,2025.01.13 21:00:00,M15,Accepted,,
LL,Update,2656.84,2025.01.13 21:00:00,M15,Accepted,,
HH,Update,2698.01,2025.01.13 21:00:00,M15,Accepted,,
HH,Update,2675.36,2025.01.14 07:00:00,M15,Accepted,,
LL,Update,2656.84,2025.01.14 23:00:00,M15,Accepted,,
CHoCH,Bullish,2679.22,2025.01.15 01:00:00,M15,Confirmed,2656.84,1970.01.01 00:00:00
LL,Update,2656.84,2025.01.15 01:00:00,M15,Accepted,,
HH,Update,2679.22,2025.01.15 01:00:00,M15,Accepted,,
LL,Update,2669.39,2025.01.15 04:00:00,M15,Accepted,,
BoS,Bullish,2656.84,2025.01.15 08:00:00,M15,Confirmed,2679.22,1970.01.01 00:00:00
HH,Update,2696.04,2025.01.15 16:00:00,M15,Accepted,,
LL,Update,2676.79,2025.01.15 17:00:00,M15,Accepted,,
BoS,Bullish,2676.79,2025.01.15 23:00:00,M15,Confirmed,2696.04,1970.01.01 00:00:00
HH,Update,2702.15,2025.01.16 03:30:00,M15,Accepted,,
LL,Update,2690.03,2025.01.16 08:15:00,M15,Accepted,,
BoS,Bullish,2676.79,2025.01.16 11:15:00,M15,Confirmed,2702.15,1970.01.01 00:00:00
HH,Update,2724.76,2025.01.16 19:30:00,M15,Accepted,,
LL,Update,2709.88,2025.01.17 03:15:00,M15,Accepted,,
HH,Update,2717.38,2025.01.17 11:15:00,M15,Accepted,,
HH,Update,2717.29,2025.01.17 18:45:00,M15,Accepted,,
CHoCH,Bearish,2689.26,2025.01.20 03:00:00,M15,Confirmed,2724.76,1970.01.01 00:00:00
HH,Update,2717.29,2025.01.20 03:00:00,M15,Accepted,,
LL,Update,2689.26,2025.01.20 03:00:00,M15,Accepted,,
HH,Update,2717.29,2025.01.20 03:00:00,M15,Accepted,,
HH,Update,2713.76,2025.01.20 08:45:00,M15,Accepted,,
LL,Update,2689.26,2025.01.21 03:45:00,M15,Accepted,,
CHoCH,Bullish,2732.84,2025.01.21 09:30:00,M15,Confirmed,2689.26,1970.01.01 00:00:00
LL,Update,2689.26,2025.01.21 09:30:00,M15,Accepted,,
HH,Update,2732.84,2025.01.21 09:30:00,M15,Accepted,,
LL,Update,2716.43,2025.01.21 13:15:00,M15,Accepted,,
BoS,Bullish,2689.26,2025.01.21 16:30:00,M15,Confirmed,2732.84,1970.01.01 00:00:00
HH,Update,2763.45,2025.01.22 12:30:00,M15,Accepted,,
LL,Update,2735.58,2025.01.23 15:30:00,M15,Accepted,,
BoS,Bullish,2735.58,2025.01.24 04:00:00,M15,Confirmed,2763.45,1970.01.01 00:00:00
HH,Update,2785.94,2025.01.24 17:30:00,M15,Accepted,,
LL,Update,2747.32,2025.01.27 09:30:00,M15,Accepted,,
HH,Update,2785.94,2025.01.27 17:00:00,M15,Accepted,,
CHoCH,Bearish,2730.48,2025.01.27 19:00:00,M15,Confirmed,2785.94,1970.01.01 00:00:00
HH,Update,2785.94,2025.01.27 19:00:00,M15,Accepted,,
LL,Update,2730.48,2025.01.27 19:00:00,M15,Accepted,,
HH,Update,2785.94,2025.01.27 19:00:00,M15,Accepted,,
HH,Update,2745.32,2025.01.28 01:15:00,M15,Accepted,,
LL,Update,2730.48,2025.01.28 15:15:00,M15,Accepted,,
CHoCH,Bullish,2766.20,2025.01.29 03:30:00,M15,Confirmed,2730.48,1970.01.01 00:00:00
LL,Update,2730.48,2025.01.29 03:30:00,M15,Accepted,,
HH,Update,2766.20,2025.01.29 03:30:00,M15,Accepted,,
LL,Update,2744.76,2025.01.29 21:15:00,M15,Accepted,,
BoS,Bullish,2744.76,2025.01.30 09:30:00,M15,Confirmed,2766.20,1970.01.01 00:00:00
HH,Update,2799.65,2025.01.31 02:00:00,M15,Accepted,,
LL,Update,2791.02,2025.01.31 12:30:00,M15,Accepted,,
BoS,Bullish,2744.76,2025.01.31 13:45:00,M15,Confirmed,2799.65,1970.01.01 00:00:00
HH,Update,2817.23,2025.01.31 17:00:00,M15,Accepted,,
HH,Update,2817.23,2025.02.03 03:00:00,M15,Accepted,,
CHoCH,Bearish,2772.17,2025.02.03 05:30:00,M15,Confirmed,2817.23,1970.01.01 00:00:00
HH,Update,2817.23,2025.02.03 05:30:00,M15,Accepted,,
LL,Update,2772.17,2025.02.03 05:30:00,M15,Accepted,,
HH,Update,2817.23,2025.02.03 05:30:00,M15,Accepted,,
CHoCH,Bullish,2830.40,2025.02.03 16:45:00,M15,Confirmed,2772.17,1970.01.01 00:00:00
LL,Update,2772.17,2025.02.03 16:45:00,M15,Accepted,,
LL,Update,2772.17,2025.02.03 16:45:00,M15,Accepted,,
HH,Update,2830.40,2025.02.03 16:45:00,M15,Accepted,,
LL,Update,2810.32,2025.02.04 01:30:00,M15,Accepted,,
HH,Update,2830.40,2025.02.04 09:15:00,M15,Accepted,,
LL,Update,2810.32,2025.02.04 15:30:00,M15,Accepted,,
CHoCH,Bullish,2845.49,2025.02.04 17:30:00,M15,Confirmed,2810.32,1970.01.01 00:00:00
LL,Update,2810.32,2025.02.04 17:30:00,M15,Accepted,,
HH,Update,2845.49,2025.02.04 17:30:00,M15,Accepted,,
BoS,Bullish,2810.32,2025.02.05 02:30:00,M15,Confirmed,2845.49,1970.01.01 00:00:00
HH,Update,2882.49,2025.02.05 17:45:00,M15,Accepted,,
LL,Update,2859.97,2025.02.05 22:45:00,M15,Accepted,,
HH,Update,2882.49,2025.02.06 08:45:00,M15,Accepted,,
CHoCH,Bearish,2848.94,2025.02.06 10:15:00,M15,Confirmed,2882.49,1970.01.01 00:00:00
HH,Update,2882.49,2025.02.06 10:15:00,M15,Accepted,,
LL,Update,2848.94,2025.02.06 10:15:00,M15,Accepted,,
HH,Update,2882.49,2025.02.06 10:15:00,M15,Accepted,,
BoS,Bearish,2848.94,2025.02.06 16:45:00,M15,Confirmed,2882.49,1970.01.01 00:00:00
LL,Update,2834.10,2025.02.06 17:00:00,M15,Accepted,,
CHoCH,Bullish,2886.68,2025.02.07 17:45:00,M15,Confirmed,2834.10,1970.01.01 00:00:00
LL,Update,2834.10,2025.02.07 17:45:00,M15,Accepted,,
LL,Update,2834.10,2025.02.07 17:45:00,M15,Accepted,,
HH,Update,2886.68,2025.02.07 17:45:00,M15,Accepted,,
BoS,Bullish,2834.10,2025.02.10 08:45:00,M15,Confirmed,2886.68,1970.01.01 00:00:00
HH,Update,2911.77,2025.02.10 17:30:00,M15,Accepted,,
BoS,Bullish,2834.10,2025.02.11 01:30:00,M15,Confirmed,2911.77,1970.01.01 00:00:00
HH,Update,2942.58,2025.02.11 04:00:00,M15,Accepted,,
LL,Update,2881.81,2025.02.11 15:15:00,M15,Accepted,,
HH,Update,2908.61,2025.02.12 12:30:00,M15,Accepted,,
CHoCH,Bearish,2863.54,2025.02.12 15:30:00,M15,Confirmed,2942.58,1970.01.01 00:00:00
HH,Update,2908.61,2025.02.12 15:30:00,M15,Accepted,,
LL,Update,2863.54,2025.02.12 15:30:00,M15,Accepted,,
HH,Update,2908.61,2025.02.12 15:30:00,M15,Accepted,,
HH,Update,2909.15,2025.02.12 19:00:00,M15,Accepted,,
HH,Update,2909.15,2025.02.12 19:00:00,M15,Accepted,,
LL,Update,2863.54,2025.02.13 05:30:00,M15,Accepted,,
CHoCH,Bullish,2922.71,2025.02.13 07:15:00,M15,Confirmed,2863.54,1970.01.01 00:00:00
LL,Update,2863.54,2025.02.13 07:15:00,M15,Accepted,,
HH,Update,2922.71,2025.02.13 07:15:00,M15,Accepted,,
LL,Update,2905.89,2025.02.13 15:45:00,M15,Accepted,,
BoS,Bullish,2863.54,2025.02.13 20:45:00,M15,Confirmed,2922.71,1970.01.01 00:00:00
HH,Update,2940.06,2025.02.14 12:30:00,M15,Accepted,,
HH,Update,2921.32,2025.02.14 17:15:00,M15,Accepted,,
CHoCH,Bearish,2877.03,2025.02.14 22:30:00,M15,Confirmed,2922.71,1970.01.01 00:00:00
HH,Update,2940.06,2025.02.14 22:30:00,M15,Accepted,,
LL,Update,2877.03,2025.02.14 22:30:00,M15,Accepted,,
HH,Update,2940.06,2025.02.14 22:30:00,M15,Accepted,,
HH,Update,2906.40,2025.02.17 11:15:00,M15,Accepted,,
LL,Update,2877.03,2025.02.18 05:15:00,M15,Accepted,,
CHoCH,Bullish,2915.54,2025.02.18 07:30:00,M15,Confirmed,2877.03,1970.01.01 00:00:00
LL,Update,2877.03,2025.02.18 07:30:00,M15,Accepted,,
HH,Update,2915.54,2025.02.18 07:30:00,M15,Accepted,,
LL,Update,2906.95,2025.02.18 12:45:00,M15,Accepted,,
BoS,Bullish,2877.03,2025.02.18 14:30:00,M15,Confirmed,2915.54,1970.01.01 00:00:00
HH,Update,2939.53,2025.02.19 03:45:00,M15,Accepted,,
LL,Update,2924.16,2025.02.19 04:45:00,M15,Accepted,,
BoS,Bullish,2924.16,2025.02.19 11:15:00,M15,Confirmed,2939.53,1970.01.01 00:00:00
HH,Update,2947.05,2025.02.19 12:00:00,M15,Accepted,,
HH,Update,2947.05,2025.02.19 19:30:00,M15,Accepted,,
CHoCH,Bearish,2918.61,2025.02.19 20:15:00,M15,Confirmed,2947.05,1970.01.01 00:00:00
HH,Update,2947.05,2025.02.19 20:15:00,M15,Accepted,,
LL,Update,2918.61,2025.02.19 20:15:00,M15,Accepted,,
HH,Update,2947.05,2025.02.19 20:15:00,M15,Accepted,,
LL,Update,2918.61,2025.02.20 09:00:00,M15,Accepted,,
CHoCH,Bullish,2954.91,2025.02.20 11:00:00,M15,Confirmed,2918.61,1970.01.01 00:00:00
LL,Update,2918.61,2025.02.20 11:00:00,M15,Accepted,,
HH,Update,2954.91,2025.02.20 11:00:00,M15,Accepted,,
LL,Update,2924.26,2025.02.20 16:00:00,M15,Accepted,,
HH,Update,2949.59,2025.02.21 10:00:00,M15,Accepted,,
CHoCH,Bearish,2916.74,2025.02.21 10:15:00,M15,Confirmed,2954.91,1970.01.01 00:00:00
HH,Update,2949.59,2025.02.21 10:15:00,M15,Accepted,,
LL,Update,2916.74,2025.02.21 10:15:00,M15,Accepted,,
HH,Update,2949.59,2025.02.21 10:15:00,M15,Accepted,,
HH,Update,2942.72,2025.02.21 20:45:00,M15,Accepted,,
LL,Update,2916.74,2025.02.24 09:45:00,M15,Accepted,,
CHoCH,Bullish,2956.18,2025.02.24 16:00:00,M15,Confirmed,2916.74,1970.01.01 00:00:00
LL,Update,2916.74,2025.02.24 16:00:00,M15,Accepted,,
HH,Update,2956.18,2025.02.24 16:00:00,M15,Accepted,,
LL,Update,2930.78,2025.02.24 17:00:00,M15,Accepted,,
HH,Update,2953.79,2025.02.25 14:30:00,M15,Accepted,,
HH,Update,2944.84,2025.02.25 16:30:00,M15,Accepted,,
CHoCH,Bearish,2888.27,2025.02.25 18:00:00,M15,Confirmed,2956.18,1970.01.01 00:00:00
HH,Update,2944.84,2025.02.25 18:00:00,M15,Accepted,,
LL,Update,2888.27,2025.02.25 18:00:00,M15,Accepted,,
HH,Update,2944.84,2025.02.25 18:00:00,M15,Accepted,,
HH,Update,2930.08,2025.02.26 03:15:00,M15,Accepted,,
LL,Update,2905.80,2025.02.26 09:00:00,M15,Accepted,,
LL,Update,2890.77,2025.02.26 16:30:00,M15,Accepted,,
LL,Update,2890.77,2025.02.26 16:30:00,M15,Accepted,,
BoS,Bearish,2890.77,2025.02.27 10:00:00,M15,Confirmed,2930.08,1970.01.01 00:00:00
LL,Update,2867.79,2025.02.27 16:45:00,M15,Accepted,,
LL,Update,2867.79,2025.02.27 16:45:00,M15,Accepted,,
BoS,Bearish,2867.79,2025.02.28 05:30:00,M15,Confirmed,2930.08,1970.01.01 00:00:00
LL,Update,2832.57,2025.02.28 17:00:00,M15,Accepted,,
LL,Update,2832.57,2025.02.28 17:00:00,M15,Accepted,,
HH,Update,2876.88,2025.03.03 01:00:00,M15,Accepted,,
LL,Update,2832.57,2025.03.03 16:45:00,M15,Accepted,,
CHoCH,Bullish,2895.29,2025.03.03 23:30:00,M15,Confirmed,2832.57,1970.01.01 00:00:00
LL,Update,2832.57,2025.03.03 23:30:00,M15,Accepted,,
HH,Update,2895.29,2025.03.03 23:30:00,M15,Accepted,,
BoS,Bullish,2832.57,2025.03.04 09:15:00,M15,Confirmed,2895.29,1970.01.01 00:00:00
HH,Update,2927.76,2025.03.04 15:00:00,M15,Accepted,,
LL,Update,2900.34,2025.03.04 17:00:00,M15,Accepted,,
HH,Update,2927.76,2025.03.05 15:30:00,M15,Accepted,,
CHoCH,Bullish,2930.06,2025.03.05 18:30:00,M15,Confirmed,2900.34,1970.01.01 00:00:00
LL,Update,2900.34,2025.03.05 18:30:00,M15,Accepted,,
LL,Update,2900.34,2025.03.05 18:30:00,M15,Accepted,,
HH,Update,2930.06,2025.03.05 18:30:00,M15,Accepted,,
HH,Update,2926.52,2025.03.06 11:15:00,M15,Accepted,,
CHoCH,Bearish,2891.12,2025.03.06 11:45:00,M15,Confirmed,2930.06,1970.01.01 00:00:00
HH,Update,2926.52,2025.03.06 11:45:00,M15,Accepted,,
LL,Update,2891.12,2025.03.06 11:45:00,M15,Accepted,,
HH,Update,2926.52,2025.03.06 11:45:00,M15,Accepted,,
HH,Update,2922.67,2025.03.06 17:00:00,M15,Accepted,,
CHoCH,Bullish,2930.33,2025.03.07 17:00:00,M15,Confirmed,2891.12,1970.01.01 00:00:00
LL,Update,2891.12,2025.03.07 17:00:00,M15,Accepted,,
LL,Update,2891.12,2025.03.07 17:00:00,M15,Accepted,,
HH,Update,2930.33,2025.03.07 17:00:00,M15,Accepted,,
LL,Update,2902.00,2025.03.07 20:15:00,M15,Accepted,,
HH,Update,2918.22,2025.03.10 10:30:00,M15,Accepted,,
CHoCH,Bearish,2880.26,2025.03.11 03:00:00,M15,Confirmed,2930.33,1970.01.01 00:00:00
HH,Update,2918.22,2025.03.11 03:00:00,M15,Accepted,,
LL,Update,2880.26,2025.03.11 03:00:00,M15,Accepted,,
HH,Update,2918.22,2025.03.11 03:00:00,M15,Accepted,,
CHoCH,Bullish,2922.03,2025.03.11 15:45:00,M15,Confirmed,2880.26,1970.01.01 00:00:00
LL,Update,2880.26,2025.03.11 15:45:00,M15,Accepted,,
LL,Update,2880.26,2025.03.11 15:45:00,M15,Accepted,,
HH,Update,2922.03,2025.03.11 15:45:00,M15,Accepted,,
LL,Update,2905.97,2025.03.12 15:15:00,M15,Accepted,,
BoS,Bullish,2880.26,2025.03.12 17:00:00,M15,Confirmed,2922.03,1970.01.01 00:00:00
HH,Update,2940.63,2025.03.12 19:45:00,M15,Accepted,,
BoS,Bullish,2905.97,2025.03.13 04:00:00,M15,Confirmed,2940.63,1970.01.01 00:00:00
LL,Update,2932.99,2025.03.13 09:45:00,M15,Accepted,,
HH,Update,3004.85,2025.03.14 12:15:00,M15,Accepted,,
LL,Update,2978.45,2025.03.14 17:15:00,M15,Accepted,,
BoS,Bullish,2978.45,2025.03.18 03:45:00,M15,Confirmed,3004.85,1970.01.01 00:00:00
HH,Update,3038.26,2025.03.18 15:30:00,M15,Accepted,,
LL,Update,3027.40,2025.03.19 03:45:00,M15,Accepted,,
BoS,Bullish,2978.45,2025.03.19 07:30:00,M15,Confirmed,3038.26,1970.01.01 00:00:00
CHoCH,Bullish,3045.32,2025.03.19 07:45:00,M15,Confirmed,3027.40,1970.01.01 00:00:00
LL,Update,3027.40,2025.03.19 07:45:00,M15,Accepted,,
HH,Update,3045.32,2025.03.19 07:45:00,M15,Accepted,,
HH,Update,3038.26,2025.03.19 10:45:00,M15,Accepted,,
LL,Update,3022.89,2025.03.19 11:00:00,M15,Accepted,,
LL,Update,3027.40,2025.03.19 13:30:00,M15,Accepted,,
BoS,Bullish,3022.89,2025.03.19 20:30:00,M15,Confirmed,3045.32,1970.01.01 00:00:00
HH,Update,3057.26,2025.03.20 06:45:00,M15,Accepted,,
LL,Update,3025.52,2025.03.20 12:30:00,M15,Accepted,,
CHoCH,Bearish,3021.59,2025.03.21 07:30:00,M15,Confirmed,3057.26,1970.01.01 00:00:00
HH,Update,3057.26,2025.03.21 07:30:00,M15,Accepted,,
HH,Update,3057.26,2025.03.21 07:30:00,M15,Accepted,,
LL,Update,3021.59,2025.03.21 07:30:00,M15,Accepted,,
HH,Update,3057.26,2025.03.21 07:30:00,M15,Accepted,,
HH,Update,3038.08,2025.03.21 14:45:00,M15,Accepted,,
BoS,Bearish,3021.59,2025.03.21 15:30:00,M15,Confirmed,3057.26,1970.01.01 00:00:00
LL,Update,2999.55,2025.03.21 16:00:00,M15,Accepted,,
HH,Update,3026.15,2025.03.24 01:15:00,M15,Accepted,,
LL,Update,2999.55,2025.03.24 10:45:00,M15,Accepted,,
CHoCH,Bullish,3033.22,2025.03.24 12:30:00,M15,Confirmed,2999.55,1970.01.01 00:00:00
LL,Update,2999.55,2025.03.24 12:30:00,M15,Accepted,,
HH,Update,3033.22,2025.03.24 12:30:00,M15,Accepted,,
LL,Update,3002.46,2025.03.24 20:00:00,M15,Accepted,,
HH,Update,3035.95,2025.03.25 16:00:00,M15,Accepted,,
BoS,Bullish,3002.46,2025.03.27 06:00:00,M15,Confirmed,3035.95,1970.01.01 00:00:00
HH,Update,3059.56,2025.03.27 16:45:00,M15,Accepted,,
BoS,Bullish,3002.46,2025.03.28 02:15:00,M15,Confirmed,3059.56,1970.01.01 00:00:00
HH,Update,3085.96,2025.03.28 09:00:00,M15,Accepted,,
LL,Update,3066.21,2025.03.28 10:30:00,M15,Accepted,,
HH,Update,3086.77,2025.03.28 16:00:00,M15,Accepted,,
BoS,Bullish,3066.21,2025.03.31 01:00:00,M15,Confirmed,3086.77,1970.01.01 00:00:00
HH,Update,3127.94,2025.03.31 09:00:00,M15,Accepted,,
LL,Update,3099.94,2025.03.31 16:45:00,M15,Accepted,,
BoS,Bullish,3099.94,2025.04.01 04:00:00,M15,Confirmed,3127.94,1970.01.01 00:00:00
HH,Update,3149.04,2025.04.01 08:30:00,M15,Accepted,,
LL,Update,3124.19,2025.04.01 10:45:00,M15,Accepted,,
HH,Update,3149.04,2025.04.01 18:30:00,M15,Accepted,,
CHoCH,Bearish,3100.87,2025.04.01 19:15:00,M15,Confirmed,3149.04,1970.01.01 00:00:00
HH,Update,3149.04,2025.04.01 19:15:00,M15,Accepted,,
LL,Update,3100.87,2025.04.01 19:15:00,M15,Accepted,,
HH,Update,3149.04,2025.04.01 19:15:00,M15,Accepted,,
HH,Update,3135.64,2025.04.02 05:00:00,M15,Accepted,,
LL,Update,3100.87,2025.04.03 01:15:00,M15,Accepted,,
CHoCH,Bullish,3167.73,2025.04.03 02:45:00,M15,Confirmed,3100.87,1970.01.01 00:00:00
LL,Update,3100.87,2025.04.03 02:45:00,M15,Accepted,,
HH,Update,3167.73,2025.04.03 02:45:00,M15,Accepted,,
HH,Update,3167.73,2025.04.03 13:45:00,M15,Accepted,,
CHoCH,Bearish,3054.08,2025.04.03 16:00:00,M15,Confirmed,3167.73,1970.01.01 00:00:00
HH,Update,3167.73,2025.04.03 16:00:00,M15,Accepted,,
LL,Update,3054.08,2025.04.03 16:00:00,M15,Accepted,,
HH,Update,3167.73,2025.04.03 16:00:00,M15,Accepted,,
HH,Update,3135.52,2025.04.03 17:45:00,M15,Accepted,,
HH,Update,3136.58,2025.04.04 14:00:00,M15,Accepted,,
HH,Update,3136.58,2025.04.04 14:00:00,M15,Accepted,,
BoS,Bearish,3054.08,2025.04.04 17:00:00,M15,Confirmed,3135.52,1970.01.01 00:00:00
LL,Update,2970.37,2025.04.07 03:00:00,M15,Accepted,,
HH,Update,3055.31,2025.04.07 05:00:00,M15,Accepted,,
HH,Update,3045.98,2025.04.07 14:30:00,M15,Accepted,,
BoS,Bearish,2970.37,2025.04.07 20:00:00,M15,Confirmed,3055.31,1970.01.01 00:00:00
LL,Update,2956.26,2025.04.07 20:30:00,M15,Accepted,,
LL,Update,2956.26,2025.04.09 12:45:00,M15,Accepted,,
CHoCH,Bullish,3132.58,2025.04.10 08:00:00,M15,Confirmed,2956.26,1970.01.01 00:00:00
LL,Update,2956.26,2025.04.10 08:00:00,M15,Accepted,,
HH,Update,3132.58,2025.04.10 08:00:00,M15,Accepted,,
LL,Update,3103.43,2025.04.10 12:00:00,M15,Accepted,,
BoS,Bullish,2956.26,2025.04.10 17:00:00,M15,Confirmed,3132.58,1970.01.01 00:00:00
HH,Update,3245.36,2025.04.11 19:00:00,M15,Accepted,,
LL,Update,3210.24,2025.04.14 01:00:00,M15,Accepted,,
HH,Update,3245.69,2025.04.14 05:00:00,M15,Accepted,,
HH,Update,3245.69,2025.04.14 13:15:00,M15,Accepted,,
CHoCH,Bearish,3193.57,2025.04.14 16:15:00,M15,Confirmed,3245.69,1970.01.01 00:00:00
HH,Update,3245.69,2025.04.14 16:15:00,M15,Accepted,,
LL,Update,3193.57,2025.04.14 16:15:00,M15,Accepted,,
HH,Update,3245.69,2025.04.14 16:15:00,M15,Accepted,,
HH,Update,3232.68,2025.04.15 07:45:00,M15,Accepted,,
LL,Update,3193.57,2025.04.16 01:30:00,M15,Accepted,,
CHoCH,Bullish,3357.65,2025.04.17 01:15:00,M15,Confirmed,3193.57,1970.01.01 00:00:00
LL,Update,3193.57,2025.04.17 01:15:00,M15,Accepted,,
HH,Update,3357.65,2025.04.17 01:15:00,M15,Accepted,,
LL,Update,3283.84,2025.04.17 17:30:00,M15,Accepted,,
BoS,Bullish,3283.84,2025.04.21 03:30:00,M15,Confirmed,3357.65,1970.01.01 00:00:00
HH,Update,3499.98,2025.04.22 09:15:00,M15,Accepted,,
LL,Update,3312.89,2025.04.23 01:00:00,M15,Accepted,,
HH,Update,3499.98,2025.04.23 09:30:00,M15,Accepted,,
CHoCH,Bearish,3291.82,2025.04.23 09:45:00,M15,Confirmed,3499.98,1970.01.01 00:00:00
HH,Update,3499.98,2025.04.23 09:45:00,M15,Accepted,,
LL,Update,3291.82,2025.04.23 09:45:00,M15,Accepted,,
HH,Update,3499.98,2025.04.23 09:45:00,M15,Accepted,,
BoS,Bearish,3291.82,2025.04.23 16:45:00,M15,Confirmed,3499.98,1970.01.01 00:00:00
LL,Update,3259.98,2025.04.23 17:00:00,M15,Accepted,,
HH,Update,3367.17,2025.04.24 04:30:00,M15,Accepted,,
HH,Update,3370.76,2025.04.25 01:30:00,M15,Accepted,,
BoS,Bearish,3259.98,2025.05.01 03:15:00,M15,Confirmed,3370.76,1970.01.01 00:00:00
LL,Update,3201.91,2025.05.01 15:00:00,M15,Accepted,,
HH,Update,3269.28,2025.05.02 14:45:00,M15,Accepted,,
LL,Update,3201.91,2025.05.05 06:00:00,M15,Accepted,,
CHoCH,Bullish,3386.99,2025.05.06 05:15:00,M15,Confirmed,3201.91,1970.01.01 00:00:00
LL,Update,3201.91,2025.05.06 05:15:00,M15,Accepted,,
HH,Update,3386.99,2025.05.06 05:15:00,M15,Accepted,,
BoS,Bullish,3201.91,2025.05.06 15:30:00,M15,Confirmed,3386.99,1970.01.01 00:00:00
HH,Update,3437.85,2025.05.07 01:00:00,M15,Accepted,,
LL,Update,3360.21,2025.05.07 04:30:00,M15,Accepted,,
HH,Update,3414.78,2025.05.08 05:00:00,M15,Accepted,,
HH,Update,3398.09,2025.05.08 08:45:00,M15,Accepted,,
CHoCH,Bearish,3320.32,2025.05.08 09:45:00,M15,Confirmed,3437.85,1970.01.01 00:00:00
HH,Update,3414.78,2025.05.08 09:45:00,M15,Accepted,,
LL,Update,3320.32,2025.05.08 09:45:00,M15,Accepted,,
HH,Update,3414.78,2025.05.08 09:45:00,M15,Accepted,,
HH,Update,3369.28,2025.05.08 16:30:00,M15,Accepted,,
BoS,Bearish,3320.32,2025.05.08 19:00:00,M15,Confirmed,3414.78,1970.01.01 00:00:00
LL,Update,3274.86,2025.05.09 05:00:00,M15,Accepted,,
HH,Update,3347.53,2025.05.09 19:15:00,M15,Accepted,,
BoS,Bearish,3274.86,2025.05.12 01:30:00,M15,Confirmed,3369.28,1970.01.01 00:00:00
LL,Update,3207.74,2025.05.12 13:45:00,M15,Accepted,,
BoS,Bearish,3207.74,2025.05.14 15:30:00,M15,Confirmed,3347.53,1970.01.01 00:00:00
LL,Update,3168.03,2025.05.14 22:00:00,M15,Accepted,,
HH,Update,3192.65,2025.05.15 04:00:00,M15,Accepted,,
BoS,Bearish,3168.03,2025.05.15 05:15:00,M15,Confirmed,3347.53,1970.01.01 00:00:00
LL,Update,3120.78,2025.05.15 09:00:00,M15,Accepted,,
LL,Update,3120.78,2025.05.15 16:15:00,M15,Accepted,,
CHoCH,Bullish,3252.14,2025.05.16 01:45:00,M15,Confirmed,3120.78,1970.01.01 00:00:00
LL,Update,3120.78,2025.05.16 01:45:00,M15,Accepted,,
HH,Update,3252.14,2025.05.16 01:45:00,M15,Accepted,,
LL,Update,3154.35,2025.05.16 14:45:00,M15,Accepted,,
