Ticket,Symbol,Type,SignalType,EntryPrice,ExitPrice,SL,TP,Profit,Spread_Cost,Commission,Swap,Net_Profit,Session,Session_IsDST,EntryTime,ExitTime,LotSize,MagicNumber,Timeframe,Status,Reject_Reason,BodyRatio,BodyRatioMin,BodyRatioPassed,BodyRatioMode,InitialSL,InitialTP,FinalSL,FinalTP,InitialRiskPoints,InitialRewardPoints,FinalRiskPoints,FinalRewardPoints,TrailingModified,TrailingCount,TPExpanded,TPExpandCount,MaxFavorablePoints,MaxAdversePoints,CloseReason
71,XAUUSD,BUY,BoS,3783.02,3839.89,3839.89,3883.71,284.35,0.25,0.00,0.00,284.10,Sydney_Tokyo_Overlap,NO,2025.09.29 03:45:00,2025.09.30 10:45:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3753.02,3808.02,3839.89,3883.71,3000,2500,3000,2500,YES,32,YES,6,0,0,STOP_LOSS
72,XAUUSD,BUY,CHoCH,3862.81,3919.95,3869.95,3919.95,285.70,0.25,0.00,0.00,285.45,Tokyo_London_Overlap,NO,2025.10.03 10:30:00,2025.10.06 02:00:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3832.81,3892.81,3869.95,3919.95,3000,3000,3000,3000,YES,15,YES,2,0,0,TAKE_PROFIT
73,XAUUSD,BUY,BoS,3973.52,4028.08,4028.08,4069.34,272.80,0.25,0.00,0.00,272.55,London_NewYork_Overlap,NO,2025.10.07 15:45:00,2025.10.09 01:00:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3943.52,3998.52,4028.08,4069.34,3000,2500,3000,2500,YES,26,YES,6,0,0,STOP_LOSS
74,XAUUSD,BUY,CHoCH,3992.01,3972.57,3972.57,4022.01,-97.20,0.25,0.00,0.00,-97.45,London,NO,2025.10.10 12:00:00,2025.10.10 17:00:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,3962.01,4022.01,3972.57,4022.01,3000,3000,3000,3000,YES,2,NO,0,0,0,STOP_LOSS
75,XAUUSD,BUY,BoS,4115.31,4140.31,4098.19,4140.31,125.00,0.25,0.00,0.00,124.75,Sydney_Tokyo_Overlap,NO,2025.10.14 02:30:00,2025.10.14 04:00:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,4085.31,4140.31,4098.19,4140.31,3000,2500,3000,2500,YES,2,NO,0,0,0,TAKE_PROFIT
76,XAUUSD,BUY,CHoCH,4263.91,4293.91,4251.41,4293.91,150.00,0.25,0.00,0.00,149.75,London,NO,2025.10.20 14:45:00,2025.10.20 15:15:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,4233.91,4293.91,4251.41,4293.91,3000,3000,3000,3000,YES,1,NO,0,0,0,TAKE_PROFIT
77,XAUUSD,BUY,BoS,4005.82,3988.11,3988.11,4035.82,-88.55,0.25,0.00,0.00,-88.80,Tokyo_London_Overlap,NO,2025.11.06 10:00:00,2025.11.06 17:00:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3975.82,4035.82,3988.11,4035.82,3000,3000,3000,3000,YES,3,NO,0,0,0,STOP_LOSS
78,XAUUSD,BUY,BoS,4009.22,3988.11,3988.11,4034.22,-105.55,0.25,0.00,0.00,-105.80,London,NO,2025.11.06 10:15:00,2025.11.06 17:00:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,3979.22,4034.22,3988.11,4034.22,3000,2500,3000,2500,YES,4,NO,0,0,0,STOP_LOSS
79,XAUUSD,BUY,CHoCH,4136.70,4166.70,4106.70,4166.70,150.00,0.25,0.00,0.00,149.75,London_NewYork_Overlap,NO,2025.11.12 17:00:00,2025.11.12 17:15:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,4106.70,4166.70,4106.70,4166.70,3000,3000,3000,3000,NO,0,NO,0,0,0,TAKE_PROFIT
80,XAUUSD,BUY,BoS,4207.32,4212.61,4212.61,4262.61,26.45,0.25,0.00,0.00,26.20,Sydney_Tokyo_Overlap,NO,2025.11.13 05:45:00,2025.11.13 16:15:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,4177.32,4232.32,4212.61,4262.61,3000,2500,3000,2500,YES,6,YES,2,0,0,STOP_LOSS
81,XAUUSD,BUY,BoS,4079.29,4109.29,4068.57,4109.29,150.00,0.25,0.00,0.00,149.75,Sydney_Tokyo_Overlap,NO,2025.11.19 07:15:00,2025.11.19 11:45:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,4049.29,4109.29,4068.57,4109.29,3000,3000,3000,3000,YES,4,NO,0,0,0,TAKE_PROFIT
82,XAUUSD,BUY,BoS,4088.67,4113.67,4068.57,4113.67,125.00,0.25,0.00,0.00,124.75,Sydney_Tokyo_Overlap,NO,2025.11.19 07:30:00,2025.11.19 11:45:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,4058.67,4113.67,4068.57,4113.67,3000,2500,3000,2500,YES,3,NO,0,0,0,TAKE_PROFIT
83,XAUUSD,BUY,CHoCH,4095.65,4122.06,4122.06,4163.87,132.05,0.25,0.00,0.00,131.80,NewYork,NO,2025.11.24 20:30:00,2025.11.25 10:30:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,4065.65,4125.65,4122.06,4163.87,3000,2999,3000,2999,YES,9,YES,3,0,0,STOP_LOSS
84,XAUUSD,BUY,BoS,4150.59,4141.63,4141.63,4185.90,-44.80,0.25,0.00,0.00,-45.05,Sydney_Tokyo_Overlap,NO,2025.11.26 04:15:00,2025.11.26 16:00:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,4120.59,4175.59,4141.63,4185.90,3000,2500,3000,2500,YES,8,YES,1,0,0,STOP_LOSS
85,XAUUSD,BUY,CHoCH,4163.35,4162.48,4162.48,4206.34,-4.35,0.25,0.00,0.00,-4.60,Sydney_Tokyo_Overlap,NO,2025.11.28 02:00:00,2025.11.28 10:15:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,4138.48,4193.35,4162.48,4206.34,2487,3000,2487,3000,YES,6,YES,1,0,0,STOP_LOSS
86,XAUUSD,BUY,BoS,4191.66,4251.92,4211.30,4251.92,301.30,0.25,0.00,0.00,301.05,London_NewYork_Overlap,NO,2025.11.28 16:15:00,2025.12.01 03:45:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,4161.66,4216.66,4211.30,4251.92,3000,2500,3000,2500,YES,13,YES,3,0,0,TAKE_PROFIT
87,XAUUSD,BUY,CHoCH,4223.70,4197.34,4197.34,4253.70,-131.80,0.25,0.00,0.00,-132.05,London_NewYork_Overlap,NO,2025.12.03 15:45:00,2025.12.03 18:45:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,4193.70,4253.70,4197.34,4253.70,3000,3000,3000,3000,YES,3,NO,0,0,0,STOP_LOSS
88,XAUUSD,BUY,CHoCH,4219.54,4223.77,4223.77,4273.77,21.15,0.25,0.00,0.00,20.90,Sydney_Tokyo_Overlap,NO,2025.12.05 07:30:00,2025.12.05 18:00:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,4189.54,4249.54,4223.77,4273.77,3000,3000,3000,3000,YES,11,YES,2,0,0,STOP_LOSS
89,XAUUSD,BUY,CHoCH,4212.49,4189.04,4189.04,4242.49,-117.25,0.25,0.00,0.00,-117.50,London_NewYork_Overlap,NO,2025.12.09 18:00:00,2025.12.10 12:30:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,4182.49,4242.49,4189.04,4242.49,3000,3000,3000,3000,YES,2,NO,0,0,0,STOP_LOSS
90,XAUUSD,BUY,CHoCH,4216.61,4212.98,4212.98,4262.98,-18.15,0.25,0.00,0.00,-18.40,NewYork,NO,2025.12.10 22:00:00,2025.12.11 05:00:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,4186.61,4246.61,4212.98,4262.98,3000,3000,3000,3000,YES,2,YES,1,0,0,STOP_LOSS
91,XAUUSD,BUY,BoS,4239.06,4275.90,4231.51,4275.90,184.20,0.25,0.00,0.00,183.95,London_NewYork_Overlap,NO,2025.12.11 17:30:00,2025.12.11 18:45:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,4209.06,4264.06,4231.51,4275.90,3000,2500,3000,2500,YES,4,YES,1,0,0,TAKE_PROFIT
92,XAUUSD,BUY,CHoCH,4340.12,4383.27,4338.06,4383.27,215.75,0.25,0.00,0.00,215.50,London_NewYork_Overlap,NO,2025.12.19 17:45:00,2025.12.22 03:30:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,4310.12,4370.12,4338.06,4383.27,3000,3000,3000,3000,YES,11,YES,1,0,0,TAKE_PROFIT
93,XAUUSD,BUY,BoS,4488.14,4513.14,4458.14,4513.14,125.00,0.25,0.00,0.00,124.75,Sydney_Tokyo_Overlap,NO,2025.12.24 02:00:00,2025.12.24 02:15:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,4458.14,4513.14,4458.14,4513.14,3000,2500,3000,2500,NO,0,NO,0,0,0,TAKE_PROFIT
94,XAUUSD,BUY,CHoCH,4498.79,4528.79,4487.74,4528.79,150.00,0.25,0.00,0.00,149.75,Sydney_Tokyo_Overlap,NO,2025.12.26 02:00:00,2025.12.26 03:00:00,0.05,12345,M15,EXECUTED,N/A,0.65,0.40,YES,STRICT,4468.79,4528.79,4487.74,4528.79,3000,3000,3000,3000,YES,3,NO,0,0,0,TAKE_PROFIT
95,XAUUSD,BUY,BoS,4527.01,4516.64,4516.64,4566.64,-51.85,0.25,0.00,0.00,-52.10,London_NewYork_Overlap,NO,2025.12.26 17:15:00,2025.12.26 19:30:00,0.05,12345,M15,EXECUTED,N/A,0.70,0.40,YES,STRICT,4497.01,4552.01,4516.64,4566.64,3000,2500,3000,2500,YES,2,YES,1,0,0,STOP_LOSS
