base_ref,base_lot,is_compound,trailing_dist,initial_tp_dist,min_sl_dist,sl_safety_buffer,be_trigger,pt_exit,total_trades,wins,losses,win_rate,total_net_pnl,final_balance,max_dd_usd,max_dd_pct,profit_factor
2000.0,0.1,False,20.0,40.0,12.0,2.0,8.0,350.0,78,36,42,46.15,14.2,1014.2,737.71,56.75,1.0
2000.0,0.1,True,20.0,20.0,12.0,3.0,8.0,250.0,78,40,38,51.28,11.48,1011.48,901.98,48.64,1.0
2000.0,0.1,False,15.0,25.0,12.0,3.0,8.0,250.0,78,38,40,48.72,11.46,1011.46,585.98,45.24,1.0
2000.0,0.25,False,25.0,20.0,12.0,3.0,8.0,0.0,78,39,39,50.0,10.97,1010.97,1990.56,93.13,1.0
2000.0,0.1,False,15.0,30.0,12.0,3.0,8.0,250.0,78,38,40,48.72,10.69,1010.69,585.98,45.24,1.0
2000.0,0.1,False,15.0,35.0,12.0,3.0,8.0,250.0,78,38,40,48.72,10.69,1010.69,585.98,45.24,1.0
2000.0,0.1,False,15.0,40.0,12.0,3.0,8.0,250.0,78,38,40,48.72,10.69,1010.69,585.98,45.24,1.0
2000.0,0.15,False,25.0,25.0,12.0,3.0,8.0,0.0,78,38,40,48.72,10.22,1010.22,1192.69,54.92,1.0
2000.0,0.1,True,20.0,20.0,10.0,3.0,8.0,250.0,78,40,38,51.28,9.85,1009.85,913.44,48.99,1.0
2000.0,0.2,False,25.0,20.0,10.0,3.0,0.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,20.0,10.0,3.0,8.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,20.0,10.0,3.0,10.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,20.0,10.0,3.0,12.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,25.0,10.0,3.0,0.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,25.0,10.0,3.0,8.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,25.0,10.0,3.0,10.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,25.0,10.0,3.0,12.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,30.0,10.0,3.0,0.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,30.0,10.0,3.0,8.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,30.0,10.0,3.0,10.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,30.0,10.0,3.0,12.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,35.0,10.0,3.0,0.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,35.0,10.0,3.0,8.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,35.0,10.0,3.0,10.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,35.0,10.0,3.0,12.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,40.0,10.0,3.0,0.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,40.0,10.0,3.0,8.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,40.0,10.0,3.0,10.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.2,False,25.0,40.0,10.0,3.0,12.0,150.0,78,53,25,67.95,8.65,1008.65,1315.48,57.51,1.0
2000.0,0.15,False,20.0,20.0,10.0,3.0,12.0,350.0,78,40,38,51.28,5.39,1005.39,1132.16,61.51,1.0
4500.0,0.1,False,12.0,40.0,10.0,2.0,10.0,0.0,78,25,53,32.05,5.19,1005.19,1209.85,59.48,1.0
4500.0,0.1,False,12.0,40.0,10.0,3.0,10.0,0.0,78,25,53,32.05,5.19,1005.19,1209.85,59.48,1.0
4500.0,0.1,False,12.0,40.0,12.0,2.0,10.0,0.0,78,25,53,32.05,5.19,1005.19,1209.85,59.48,1.0
4500.0,0.1,False,12.0,40.0,12.0,3.0,10.0,0.0,78,25,53,32.05,5.19,1005.19,1209.85,59.48,1.0
2000.0,0.15,False,20.0,35.0,12.0,2.0,8.0,0.0,78,36,42,46.15,3.01,1003.01,1083.9,76.01,1.0
2000.0,0.1,False,25.0,20.0,12.0,3.0,8.0,0.0,78,39,39,50.0,2.84,1002.84,790.08,46.03,1.0
2000.0,0.1,False,25.0,20.0,12.0,3.0,8.0,350.0,78,39,39,50.0,2.84,1002.84,790.08,46.03,1.0
2500.0,0.1,False,25.0,30.0,10.0,2.0,10.0,0.0,78,26,52,33.33,1.18,1001.18,803.32,60.1,1.0
4500.0,0.15,False,12.0,40.0,12.0,3.0,10.0,0.0,78,25,53,32.05,1.02,1001.02,1815.48,71.33,1.0
4500.0,0.15,False,12.0,40.0,10.0,2.0,10.0,0.0,78,25,53,32.05,1.02,1001.02,1815.48,71.33,1.0
4500.0,0.15,False,12.0,40.0,10.0,3.0,10.0,0.0,78,25,53,32.05,1.02,1001.02,1815.48,71.33,1.0
4500.0,0.15,False,12.0,40.0,12.0,2.0,10.0,0.0,78,25,53,32.05,1.02,1001.02,1815.48,71.33,1.0
4500.0,0.2,False,12.0,40.0,10.0,2.0,10.0,0.0,78,25,53,32.05,0.66,1000.66,2412.95,84.79,1.0
4500.0,0.2,False,12.0,40.0,10.0,3.0,10.0,0.0,78,25,53,32.05,0.66,1000.66,2412.95,84.79,1.0
4500.0,0.2,False,12.0,40.0,12.0,2.0,10.0,0.0,78,25,53,32.05,0.66,1000.66,2412.95,84.79,1.0
4500.0,0.2,False,12.0,40.0,12.0,3.0,10.0,0.0,78,25,53,32.05,0.66,1000.66,2412.95,84.79,1.0
